,Street,Area,City,Price,beds,baths,Url,Rent_per_room,lat,lng,avg_per_area
374,6 Gibbons Road,Weymouth,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/WHS44V,183.33333333333331,-37.045286299999994,174.8630698,207.91666666666666
375,,BlockhouseBay,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/HKKO4E,400.0,-36.923360100000004,174.6999997,256.66666666666663
376,,RoyalOak,Auckland,540.0,2.0,1.0,https://www.myrent.co.nz/listings/NWYIAQ,270.0,-36.911787100000005,174.776076,230.0
377,7 Byron Avenue,Takapuna,Auckland,570.0,1.0,1.0,https://www.myrent.co.nz/listings/S9RMGB,570.0,-36.7905795,174.7717934,389.88095238095235
378,,Remuera,Auckland,795.0,3.0,2.0,https://www.myrent.co.nz/listings/CCX6PS,265.0,-36.8807382,174.7981463,369.0
379,8 Thompson Park Road,MountWellington,Auckland,630.0,1.0,2.0,https://www.myrent.co.nz/listings/9LYKJX,630.0,-36.899201299999994,174.834173,248.48484848484847
380,3K/10 Crown Lynn Place,NewLynn,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/BSQOWI,400.0,-36.912245,174.68680830000002,272.72727272727275
381,36 Middleton Road,Remuera,Auckland,550.0,2.0,1.0,https://www.myrent.co.nz/listings/NAVIVJ,275.0,-36.8687911,174.78188490000002,369.0
382,147 Nelson Street,AucklandCentral,Auckland,400.0,2.0,1.0,https://www.myrent.co.nz/listings/MVNHJ8,200.0,-36.852667700000005,174.75745890000002,383.5460992907801
383,8A Fowler Street,Northcote,Auckland,400.0,4.0,2.0,https://www.myrent.co.nz/listings/TDZNHF,100.0,-36.8033303,174.7431825,203.75
384,31 Ranfurly Road,Epsom,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/HHVZXM,250.0,-36.8850987,174.777898,368.94791666666663
385,19 Bruce Road,Glenfield,Auckland,590.0,3.0,2.0,https://www.myrent.co.nz/listings/DTTG3Y,196.66666666666663,-36.780269399999995,174.7385171,228.88888888888889
386,568 Great South Road,Otahuhu,Auckland,900.0,3.0,3.0,https://www.myrent.co.nz/listings/WTDYEL,300.0,-36.9507725,174.8454719,230.71428571428572
387,1/43 Celtic Crescent,Ellerslie,Auckland,545.0,2.0,1.0,https://www.myrent.co.nz/listings/SG2QXV,272.5,-36.8886915,174.82487930000002,235.35714285714286
388,84 Aranui Road,MountWellington,Auckland,520.0,3.0,1.0,https://www.myrent.co.nz/listings/T9UCO6,173.33333333333337,-36.9154296,174.8294059,248.48484848484847
389,9B Keppell Street,GreyLynn,Auckland,260.0,2.0,1.0,https://www.myrent.co.nz/listings/N63XC2,130.0,-36.8648664,174.7499186,347.33333333333337
390,8/60 Grange Road,MountEden,Auckland,710.0,3.0,1.0,https://www.myrent.co.nz/listings/AG292W,236.66666666666663,-36.8834148,174.7572605,346.75
391,21 Phoenix Place,Papatoetoe,Auckland,745.0,6.0,3.0,https://www.myrent.co.nz/listings/NCQQK9,124.16666666666669,-36.97459509999999,174.8406199,228.78571428571428
392,6 Locarno Avenue,Sandringham,Auckland,600.0,3.0,1.0,https://www.myrent.co.nz/listings/NWPY43,200.0,-36.8868484,174.73188869999998,227.97619047619045
393,20 Vodanovich Road,TeAtatuSouth,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/ETHYDN,183.33333333333331,-36.863544,174.6438325,191.0
394,16 Albert Road,Kelston,Auckland,400.0,2.0,1.0,https://www.myrent.co.nz/listings/NSHZ1B,200.0,-36.896391200000004,174.66644780000001,200.0
395,,Bayview,Auckland,600.0,3.0,1.0,https://www.myrent.co.nz/listings/NDYEKQ,200.0,-36.7729126,174.7085864,193.5
396,1B Barrack Road,MountWellington,Auckland,470.0,3.0,1.0,https://www.myrent.co.nz/listings/CKP89K,156.66666666666666,-36.89679520000001,174.8403003,248.48484848484847
397,406/105 Queen Street,AucklandCentral,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/IQCAYR,450.0,-36.846114799999995,174.76602880000002,383.5460992907801
398,84A Aranui Road,MountWellington,Auckland,520.0,3.0,1.0,https://www.myrent.co.nz/listings/SXHHNR,173.33333333333337,-36.9154614,174.82955149999998,248.48484848484847
399,22 Amherst Place,Albany,Auckland,545.0,1.0,1.0,https://www.myrent.co.nz/listings/TMOHM4,545.0,-36.741512,174.6977099,297.4
400,142 Titirangi Road,NewLynn,Auckland,580.0,3.0,1.0,https://www.myrent.co.nz/listings/VYWHRO,193.33333333333331,-36.9173469,174.66649850000002,272.72727272727275
401,66A Ballarat Street,Ellerslie,Auckland,460.0,2.0,1.0,https://www.myrent.co.nz/listings/L6XVOB,230.0,-36.89318960000001,174.82432419999998,235.35714285714286
402,3/3 Patterson Street,Sandringham,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/DC6EXB,240.0,-36.8867157,174.7388764,227.97619047619045
403,124 Weymouth Road,Manurewa,Auckland,580.0,3.0,1.0,https://www.myrent.co.nz/listings/TVWGWH,193.33333333333331,-37.028330100000005,174.88585700000002,206.42857142857142
404,38 Paramu Avenue,Birkdale,Auckland,360.0,1.0,1.0,https://www.myrent.co.nz/listings/SPXIP3,360.0,-36.79591370000001,174.7038284,315.0
405,109/2 Maungawhau Road,Epsom,Auckland,485.0,1.0,1.0,https://www.myrent.co.nz/listings/JHGECX,485.0,-36.866950700000004,174.7721909,368.94791666666663
406,3/27 Moata Road,OneTreeHill,Auckland,510.0,2.0,1.0,https://www.myrent.co.nz/listings/LU5ISA,255.0,-36.907314299999996,174.79258240000001,244.16666666666666
407,14C/30 Westward Ho,GlenEden,Auckland,325.0,1.0,1.0,https://www.myrent.co.nz/listings/YADHAF,325.0,-36.908246500000004,174.6600986,224.79166666666666
408,2/17 Paris Place,Birkenhead,Auckland,500.0,3.0,1.0,https://www.myrent.co.nz/listings/7PCATA,166.66666666666666,-36.806232200000004,174.71432980000003,168.33333333333331
409,50A Golf Road,NewLynn,Auckland,370.0,1.0,1.0,https://www.myrent.co.nz/listings/KDSTPA,370.0,-36.9255424,174.68132230000003,272.72727272727275
410,112 Williamson Avenue,GreyLynn,Auckland,390.0,1.0,1.0,https://www.myrent.co.nz/listings/NRADQQ,390.0,-36.8632973,174.74105790000002,347.33333333333337
411,8A Orbit Place,FlatBush,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/5UGFPW,250.0,-36.9829959,174.9036595,242.61111111111111
412,72 Nelson Street,AucklandCentral,Auckland,450.0,2.0,1.0,https://www.myrent.co.nz/listings/Y1M4AE,225.0,-36.850718,174.75930280000003,383.5460992907801
413,147 Nelson Street,AucklandCentral,Auckland,500.0,1.0,1.0,https://www.myrent.co.nz/listings/RUMXUE,500.0,-36.852667700000005,174.75745890000002,383.5460992907801
414,62 McIntyre Road,MangereBridge,Auckland,360.0,1.0,1.0,https://www.myrent.co.nz/listings/7PGFDN,360.0,-36.9441402,174.7791718,255.0
415,19 Jordan Road,Mangere,Auckland,625.0,3.0,1.0,https://www.myrent.co.nz/listings/SAD31T,208.33333333333331,-36.97452620000001,174.7931552,398.3333333333333
416,70 Gosford Drive,BotanyDowns,Auckland,680.0,3.0,2.0,https://www.myrent.co.nz/listings/5HBNRY,226.66666666666663,-36.9085721,174.91354130000002,192.26666666666665
417,,Epsom,Auckland,795.0,4.0,2.0,https://www.myrent.co.nz/listings/AAIPGE,198.75,-36.893630200000004,174.77433330000002,368.94791666666663
418,3/171A Portland Road,Remuera,Auckland,650.0,2.0,1.0,https://www.myrent.co.nz/listings/MPIJ1N,325.0,-36.8664045,174.7966142,369.0
419,256B New Windsor Road,NewWindsor,Auckland,490.0,3.0,1.0,https://www.myrent.co.nz/listings/IG7VMH,163.33333333333334,-36.9100544,174.717709,215.41666666666669
420,1/26 Scarborough Terrace,Parnell,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/NO3BDK,460.0,-36.8549512,174.78130269999997,366.875
421,,Howick,Auckland,320.0,1.0,1.0,https://www.myrent.co.nz/listings/2HZWYQ,320.0,-36.892947799999995,174.9243831,228.375
422,1/21 Ferndale Road,MountWellington,Auckland,650.0,3.0,1.0,https://www.myrent.co.nz/listings/TUXFMS,216.66666666666663,-36.898603200000004,174.82948269999997,248.48484848484847
423,3/18 Sydney Street,Hauraki,Auckland,410.0,2.0,1.0,https://www.myrent.co.nz/listings/P2D54D,205.0,-36.801198299999996,174.7726755,319.0
424,13 Melissa Place,FarmCove,Auckland,760.0,4.0,2.0,https://www.myrent.co.nz/listings/GXN6GI,190.0,-36.89459610000001,174.8869689,190.0
425,16 Stewart Gibson Place,TheGardens,Auckland,695.0,3.0,2.0,https://www.myrent.co.nz/listings/SDT4YX,231.66666666666663,-37.013266200000004,174.91476219999998,239.99999999999997
426,1/26A Rewa Road,ThreeKings,Auckland,575.0,2.0,1.0,https://www.myrent.co.nz/listings/BNQPNY,287.5,-36.900226,174.75983019999998,313.125
427,1505/2 Beach Road,AucklandCentral,Auckland,1100.0,3.0,2.0,https://www.myrent.co.nz/listings/KJMKKK,366.66666666666674,-36.8453025,174.7709543,383.5460992907801
428,4 Cliff Road,Torbay,Auckland,390.0,1.0,1.0,https://www.myrent.co.nz/listings/VYEHCN,390.0,-36.691303999999995,174.7550225,309.2857142857143
429,,MountEden,Auckland,750.0,2.0,1.0,https://www.myrent.co.nz/listings/WA3AMB,375.0,-36.881260499999996,174.7493313,346.75
430,909/2 Beach Road,AucklandCentral,Auckland,790.0,2.0,2.0,https://www.myrent.co.nz/listings/EBRWP2,395.0,-36.8453025,174.7709543,383.5460992907801
431,C/73 Parnell Road,Parnell,Auckland,500.0,1.0,1.0,https://www.myrent.co.nz/listings/NW8FHR,500.0,-36.8524419,174.77834319999997,366.875
432,4 Aroha Avenue,Sandringham,Auckland,560.0,2.0,1.0,https://www.myrent.co.nz/listings/UU3VYT,280.0,-36.8828747,174.7383245,227.97619047619045
433,3F/16 Burton Street,Grafton,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/MU3U1G,450.0,-36.8634614,174.7626779,292.91666666666663
434,47J Wallace Street,HerneBay,Auckland,610.0,1.0,1.0,https://www.myrent.co.nz/listings/DQH7VN,610.0,-36.8423467,174.7333878,625.0
435,51 De Havilland Drive,GoodwoodHeights,Auckland,675.0,4.0,3.0,https://www.myrent.co.nz/listings/DJ8JKH,168.75,-36.9954696,174.8928322,279.375
436,4 Trevor Hosken Drive,Wiri,Auckland,580.0,3.0,1.0,https://www.myrent.co.nz/listings/4JHXNV,193.33333333333331,-36.9992717,174.8783676,193.33333333333331
437,1303/6 Lorne Street,AucklandCentral,Auckland,690.0,2.0,2.0,https://www.myrent.co.nz/listings/VURYRK,345.0,-36.8498224,174.7661639,383.5460992907801
438,11 Cityview Place,Massey,Auckland,700.0,4.0,2.0,https://www.myrent.co.nz/listings/DOKFKW,175.0,-36.843394200000006,174.60254809999998,219.79166666666666
439,413/5 Howe Street,FreemansBay,Auckland,640.0,2.0,2.0,https://www.myrent.co.nz/listings/9V4F2T,320.0,-36.857749299999995,174.7551659,490.41666666666663
440,,Paremoremo,Auckland,510.0,2.0,1.0,https://www.myrent.co.nz/listings/JJ2UZE,255.0,-36.75821090000001,174.6507476,255.0
441,17 Portobello Place,Torbay,Auckland,480.0,2.0,1.0,https://www.myrent.co.nz/listings/7D6SFE,240.0,-36.6985651,174.7321584,309.2857142857143
442,15A Tait Street,Avondale,Auckland,580.0,4.0,1.0,https://www.myrent.co.nz/listings/YHQBV7,145.0,-36.89468170000001,174.7025074,183.69047619047618
443,56 Parrs Cross Road,Henderson,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/YPWALM,183.33333333333331,-36.9009881,174.6183242,322.57575757575756
444,256B New Windsor Road,NewWindsor,Auckland,535.0,3.0,1.0,https://www.myrent.co.nz/listings/A5T9XH,178.33333333333337,-36.9100544,174.717709,215.41666666666669
445,G01/7 Ratanui Street,Henderson,Auckland,495.0,1.0,1.0,https://www.myrent.co.nz/listings/OABKDK,495.0,-36.878625799999995,174.6328938,322.57575757575756
446,74 Princes Street,NorthcotePoint,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/9H6BD8,460.0,-36.8203623,174.7480733,384.0
447,70 Gosford Drive,BotanyDowns,Auckland,680.0,3.0,2.0,https://www.myrent.co.nz/listings/M3JPNW,226.66666666666663,-36.9085721,174.91354130000002,192.26666666666665
448,127 Newton Road,EdenTerrace,Auckland,650.0,2.0,1.0,https://www.myrent.co.nz/listings/ZM6H9F,325.0,-36.8634571,174.7583724,340.8333333333333
449,4 Bamford Place,Avondale,Auckland,585.0,3.0,1.0,https://www.myrent.co.nz/listings/89UVMK,195.0,-36.8906534,174.6868224,183.69047619047618
450,144 Mount Smart Road,Onehunga,Auckland,530.0,2.0,1.0,https://www.myrent.co.nz/listings/6FJYDJ,265.0,-36.91513310000001,174.7910752,265.0
451,80A Sartors Avenue,BrownsBay,Auckland,795.0,5.0,2.0,https://www.myrent.co.nz/listings/KJHFFV,159.0,-36.7160439,174.73301750000002,236.46666666666664
452,3 Kaitune Drive,FlatBush,Auckland,880.0,5.0,3.0,https://www.myrent.co.nz/listings/DVCTQK,176.0,-36.9608251,174.9327485,242.61111111111111
453,2/18 Commodore Drive,Lynfield,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/KR6BRT,460.0,-36.9241497,174.71995990000002,318.3333333333333
454,1A Ussher Place,PakurangaHeights,Auckland,495.0,2.0,1.0,https://www.myrent.co.nz/listings/T44UAD,247.5,-36.9086058,174.8892706,224.7222222222222
455,1/31 Mission View Drive,Northpark,Auckland,480.0,3.0,2.0,https://www.myrent.co.nz/listings/9XY2GP,160.0,-36.9163814,174.9204429,160.0
456,E/73 Parnell Road,Parnell,Auckland,400.0,1.0,1.0,https://www.myrent.co.nz/listings/YSYIZ9,400.0,-36.8524419,174.77834319999997,366.875
457,801A Beach Road,BrownsBay,Auckland,520.0,2.0,1.0,https://www.myrent.co.nz/listings/LEVN7X,260.0,-36.712512,174.7431691,236.46666666666664
458,801B Beach Road,BrownsBay,Auckland,580.0,3.0,1.0,https://www.myrent.co.nz/listings/9XB7UV,193.33333333333331,-36.7126515,174.7429764,236.46666666666664
459,73 Moore Street,Howick,Auckland,725.0,4.0,1.0,https://www.myrent.co.nz/listings/1W8TIK,181.25,-36.89660870000001,174.9295853,228.375
460,1A/744 Te Atatu Road,TeAtatuPeninsula,Auckland,475.0,2.0,1.0,https://www.myrent.co.nz/listings/J4X6SC,237.5,-36.8272093,174.64623,211.45833333333331
461,3/180A Green Lane West,Greenlane,Auckland,540.0,2.0,1.0,https://www.myrent.co.nz/listings/FOTJ83,270.0,-36.8923436,174.7928458,271.1111111111111
462,74 New North Road,EdenTerrace,Auckland,900.0,3.0,2.0,https://www.myrent.co.nz/listings/N1WHTT,300.0,-36.8662362,174.758116,340.8333333333333
463,5/8 Cleary Road,Panmure,Auckland,595.0,3.0,2.0,https://www.myrent.co.nz/listings/2IPJIT,198.33333333333331,-36.900744399999994,174.850459,198.33333333333331
464,1A/125A Hobson Street,AucklandCentral,Auckland,410.0,1.0,1.0,https://www.myrent.co.nz/listings/CC74NH,410.0,-36.8501327,174.75994,383.5460992907801
465,,Henderson,Auckland,380.0,1.0,1.0,https://www.myrent.co.nz/listings/7MJJMB,380.0,-36.878224100000004,174.6308344,322.57575757575756
466,2/176 McLeod Road,TeAtatuSouth,Auckland,645.0,3.0,2.0,https://www.myrent.co.nz/listings/QMNHJN,215.0,-36.874492700000005,174.6528981,191.0
467,7 Beckham Place,Grafton,Auckland,460.0,1.0,1.0,https://www.myrent.co.nz/listings/KPF7ZH,460.0,-36.8610475,174.7655677,292.91666666666663
468,55 Swainston Road,SaintJohns,Auckland,700.0,4.0,1.0,https://www.myrent.co.nz/listings/SFPMRX,175.0,-36.87882099999999,174.8466228,206.5
469,16A Sarajevo Place,Massey,Auckland,515.0,3.0,1.0,https://www.myrent.co.nz/listings/UOYUTA,171.66666666666666,-36.8474451,174.61687859999998,219.79166666666666
470,1/495 Manukau Road,Epsom,Auckland,590.0,2.0,1.0,https://www.myrent.co.nz/listings/N4JTAD,295.0,-36.8950311,174.77357469999998,368.94791666666663
471,1/48 Heathcote Road,CastorBay,Auckland,575.0,2.0,1.0,https://www.myrent.co.nz/listings/YFKGFR,287.5,-36.7637292,174.76122719999998,268.75
472,106C/130 Anzac Street,Takapuna,Auckland,560.0,2.0,1.0,https://www.myrent.co.nz/listings/WPUKXK,280.0,-36.79038329999999,174.7637618,389.88095238095235
473,,MountEden,Auckland,590.0,2.0,1.0,https://www.myrent.co.nz/listings/MKWH7B,295.0,-36.881260499999996,174.7493313,346.75
474,76 Ferndown Avenue,Papatoetoe,Auckland,330.0,1.0,1.0,https://www.myrent.co.nz/listings/BYLFRV,330.0,-36.9812589,174.8353976,228.78571428571428
475,,TotaraVale,Auckland,625.0,3.0,1.0,https://www.myrent.co.nz/listings/JAXPD2,208.33333333333331,-36.759634999999996,174.7334974,194.99999999999994
476,68A Kowhai Road,CampbellsBay,Auckland,950.0,3.0,2.0,https://www.myrent.co.nz/listings/KAP231,316.6666666666667,-36.7450146,174.753128,405.5555555555556
477,94 Colwill Road,Massey,Auckland,595.0,3.0,1.0,https://www.myrent.co.nz/listings/WDCFT1,198.33333333333331,-36.836448,174.63038730000002,219.79166666666666
478,1C/15 Nelson Street,AucklandCentral,Auckland,540.0,1.0,1.0,https://www.myrent.co.nz/listings/MCNYIN,540.0,-36.8466718,174.75996809999998,383.5460992907801
479,258 Sandringham Road,Sandringham,Auckland,650.0,4.0,1.0,https://www.myrent.co.nz/listings/QNJA57,162.5,-36.88185120000001,174.7398639,227.97619047619045
480,56 Parrs Cross Road,Henderson,Auckland,550.0,3.0,1.0,https://www.myrent.co.nz/listings/TTWDG6,183.33333333333331,-36.9009881,174.6183242,322.57575757575756
481,32 Glamorgan Drive,Torbay,Auckland,385.0,1.0,1.0,https://www.myrent.co.nz/listings/D789V8,385.0,-36.70078529999999,174.7458699,309.2857142857143
482,147 Rangatira Road,BeachHaven,Auckland,630.0,3.0,1.0,https://www.myrent.co.nz/listings/C9A2SL,210.0,-36.8046341,174.69336230000002,260.0
483,,CampbellsBay,Auckland,450.0,1.0,1.0,https://www.myrent.co.nz/listings/O1NWWD,450.0,-36.7467982,174.761271,405.5555555555556
484,1409/438 Queen Street,AucklandCentral,Auckland,720.0,2.0,2.0,https://www.myrent.co.nz/listings/OURQIM,360.0,-36.854727600000004,174.763152,383.5460992907801
485,,NorthcotePoint,Auckland,480.0,1.0,1.0,https://www.myrent.co.nz/listings/GV2GJU,480.0,-36.8027257,174.7442342,384.0
486,,NorthcotePoint,Auckland,540.0,2.0,1.0,https://www.myrent.co.nz/listings/EKWJMH,270.0,-36.8027257,174.7442342,384.0
487,23 Buisson Glade,WestHarbour,Auckland,500.0,3.0,1.0,https://www.myrent.co.nz/listings/R9NBZS,166.66666666666666,-36.819496799999996,174.6270257,184.44444444444443
488,801/135 Vincent Street,AucklandCentral,Auckland,530.0,2.0,1.0,https://www.myrent.co.nz/listings/PH3ZV1,265.0,-36.85421669999999,174.75905790000002,383.5460992907801
489,1814/1 Courthouse Lane,AucklandCentral,Auckland,695.0,2.0,1.0,https://www.myrent.co.nz/listings/57BQ6A,347.5,-36.84826100000001,174.7668761,383.5460992907801
490,18 Church Street,Swanson,Auckland,540.0,3.0,2.0,https://www.myrent.co.nz/listings/LNMBXZ,180.0,-36.8642212,174.579124,180.0
491,10 Waterloo Quadrant,AucklandCentral,Auckland,790.0,2.0,1.0,https://www.myrent.co.nz/listings/9GGOK1,395.0,-36.8485657,174.7707399,383.5460992907801
492,,Ponsonby,Auckland,360.0,1.0,1.0,https://www.myrent.co.nz/listings/HKJS9X,360.0,-36.848777899999995,174.7380663,360.0
493,,NorthcotePoint,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/YKEXVX,250.0,-36.8027257,174.7442342,384.0
494,112 Williamson Avenue,GreyLynn,Auckland,395.0,1.0,1.0,https://www.myrent.co.nz/listings/CAFTKD,395.0,-36.8632973,174.74105790000002,347.33333333333337
495,6 Foundries Lane,FreemansBay,Auckland,1195.0,3.0,2.0,https://www.myrent.co.nz/listings/FCTTBY,398.33333333333326,-36.8521735,174.7540969,490.41666666666663
496,1/28 Walter,Hauraki,Auckland,420.0,1.0,1.0,https://www.myrent.co.nz/listings/THTINF,420.0,-36.8015803,174.77100900000002,319.0
497,1/26 Salisbury Road,Birkdale,Auckland,500.0,2.0,1.0,https://www.myrent.co.nz/listings/1SGJYX,250.0,-36.7986026,174.7044194,315.0
498,1081 Ponga Road,Opaheke,Auckland,620.0,3.0,2.0,https://www.myrent.co.nz/listings/2LUBE2,206.66666666666663,-37.1088653,175.00895309999999,211.66666666666663
499,30 Matipo Street,MountEden,Auckland,850.0,3.0,1.0,https://www.myrent.co.nz/listings/NR5VHD,283.3333333333333,-36.8907606,174.75107690000002,346.75
